"","scrubbed_species_binomial","trait_name","trait_value","unit","method","latitude","longitude","elevation_m","url_source","project_pi","project_pi_contact","access","id"
"182","Laetia procera","whole plant growth form","tree",NA,NA,10.4143,-84.1045,NA,NA,"Susan Letcher","SUSAN.LETCHER@purchase.edu","public",13246090
"183","Pausandra trianae","whole plant growth form","tree",NA,NA,-14.6333,-62.6167,NA,NA,"James S. MIller",NA,"public",13330265
"184","Guarea kunthiana","whole plant growth form","tree",NA,NA,0.833333,-78.2167,NA,NA,"Brad Boyle","bboyle@email.arizona.edu","public",13346188
"185","Pausandra trianae","whole plant growth form","tree",NA,NA,-12.391,-69.3078,NA,NA,"Oliver Phillips","o.phillips@leeds.ac.uk","public",13352414
"186","Guarea kunthiana","whole plant growth form","tree",NA,NA,-3.43367,-72.8446,NA,NA,"Oliver Phillips","o.phillips@leeds.ac.uk","public",13358933
"187","Vismia baccifera","whole plant growth form","tree",NA,NA,-3.13333,-60.0167,NA,NA,"James S. MIller",NA,"public",13366994
"188","Croton schiedeanus","whole plant growth form","tree",NA,NA,13.35,-81.3667,NA,NA,"James S. MIller",NA,"public",13405160
"189","Guarea kunthiana","whole plant growth form","tree",NA,NA,-3.95,-73.4167,NA,NA,"James S. MIller",NA,"public",13416529
"190","Pausandra trianae","whole plant growth form","tree",NA,NA,-12.3973,-69.3264,NA,NA,"Oliver Phillips","o.phillips@leeds.ac.uk","public",13437207
"191","Guarea kunthiana","whole plant growth form","tree",NA,NA,3.995,-75.561,NA,NA,"James S. MIller",NA,"public",13464352
"192","Laetia procera","whole plant height","0","m",NA,10.399,-84.0995,NA,NA,"Susan Letcher","SUSAN.LETCHER@purchase.edu","public",13589808
"193","Laetia procera","whole plant height","0","m",NA,10.4568,-84.0631,NA,NA,"Susan Letcher","SUSAN.LETCHER@purchase.edu","public",13642482
"194","Laetia procera","whole plant height","0","m",NA,10.3615,-83.9928,NA,NA,"Susan Letcher","SUSAN.LETCHER@purchase.edu","public",14342285
"195","Croton schiedeanus","whole plant height","20","m","max height",16.09152,-90.99602,NA,"http://datadryad.org/resource/doi:10.5061/dryad.d87v7","Letcher SG","susan.letcher@purchase.edu","public",15818393
"196","Vismia baccifera","diameter at breast height (1.3 m)","39.8","cm",NA,10.2403425582,-84.0850028149,NA,NA,"VG-VB-9",NA,"public",25087436
"197","Laetia procera","diameter at breast height (1.3 m)","32.8","cm",NA,NA,NA,120,"http://datadryad.org/resource/doi:10.5061/dryad.sv181","Plourde BT","btplourde@ucdavis.edu","public",14790567
"198","Laetia procera","diameter at breast height (1.3 m)","20.4","cm",NA,10.4028743598321,-84.0373393361903,NA,NA,"VG-VB-9",NA,"public",16483969
"199","Croton schiedeanus","diameter at breast height (1.3 m)","11.8","cm",NA,10.3452788459596,-84.0576062379684,NA,NA,"VG-VB-9",NA,"public",25571312
"200","Laetia procera","diameter at breast height (1.3 m)","22.5","cm",NA,10.4162575998924,-84.0200438265171,NA,NA,"VG-VB-9",NA,"public",25234715
"201","Trema micrantha","seed mass","3.9","mg","data compilation; average of 1000 seeds",NA,NA,NA,"http://www.kew.org/data/sid ","Liu, K., Eastwood, R.J., Flynn, S., Turner, R.M., and Stuppy, W.H.","sid@kew.org ","public",511920
"202","Laetia procera","diameter at breast height (1.3 m)","44.4","cm",NA,-2.4313394,-59.794235,NA,NA,"Eduardo Eler",NA,"public",6597819
"203","Trema micrantha","whole plant height","2.7432","m",NA,17.711388,-64.722668,NA,NA,"Greg Reams",NA,"public",6757907
"204","Pausandra trianae","diameter at breast height (1.3 m)","0","cm",NA,10.4426,-84.0656,NA,NA,"Susan Letcher","SUSAN.LETCHER@purchase.edu","public",8019376
"205","Hasseltia floribunda","diameter at breast height (1.3 m)","21.1","cm",NA,-15.25,-67,NA,NA,"Tim Killeen",NA,"public",10951260
"206","Guarea kunthiana","diameter at breast height (1.3 m)","2.5","cm",NA,3.63333,-53.2,NA,NA,"James S. MIller",NA,"public",11498435
"207","Vismia baccifera","diameter at breast height (1.3 m)","0","cm",NA,10.432,-84.0348,NA,NA,"Susan Letcher","SUSAN.LETCHER@purchase.edu","public",11594664
"208","Guarea kunthiana","diameter at breast height (1.3 m)","8","cm",NA,-3.95,-73.4167,NA,NA,"James S. MIller",NA,"public",12719640
"209","Laetia procera","diameter at breast height (1.3 m)","0","cm",NA,10.4143,-84.0117,NA,NA,"Susan Letcher","SUSAN.LETCHER@purchase.edu","public",13049787
"210","Guarea kunthiana","diameter at breast height (1.3 m)","46.29","cm",NA,10.2,-84.1,NA,NA,"Brad Boyle","bboyle@email.arizona.edu","public",13184539
"211","Guarea kunthiana","whole plant growth form","tree",NA,NA,-12.2666,-69.3221,NA,NA,"Oliver Phillips","o.phillips@leeds.ac.uk","public",13299892
"212","Guarea kunthiana","whole plant growth form","tree",NA,NA,8.33333,-74.9167,NA,NA,"James S. MIller",NA,"public",13341166
"213","Pausandra trianae","whole plant growth form","tree",NA,NA,-12.3035,-69.3045,NA,NA,"Oliver Phillips","o.phillips@leeds.ac.uk","public",13361796
"214","Pausandra trianae","whole plant growth form","tree",NA,NA,-3.43367,-72.8446,NA,NA,"Oliver Phillips","o.phillips@leeds.ac.uk","public",13379265
"215","Pausandra trianae","whole plant growth form","tree",NA,NA,-12.4808,-69.3853,NA,NA,"Oliver Phillips","o.phillips@leeds.ac.uk","public",13415193
"216","Hasseltia floribunda","whole plant growth form","tree",NA,NA,-14.3667,-67.55,NA,NA,"Saara J. DeWalt","sdewalt@rice.edu","public",13457966
"217","Laetia procera","whole plant height","0","m",NA,10.4568,-84.0631,NA,NA,"Susan Letcher","SUSAN.LETCHER@purchase.edu","public",13828344
"218","Laetia procera","diameter at breast height (1.3 m)","27.1","cm",NA,-2.4313394,-59.794235,NA,NA,"Eduardo Eler",NA,"public",24746552
"219","Croton schiedeanus","diameter at breast height (1.3 m)","12.8","cm",NA,10.3452788459596,-84.0576062379684,NA,NA,"VG-VB-9",NA,"public",18392605
"220","Laetia procera","whole plant woodiness","woody",NA,NA,NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.63q27.2","Zanne AE","aezanne@gmail.com","public",15749633
"221","Pausandra trianae","diameter at breast height (1.3 m)","10.3","cm",NA,10.3161309016393,-84.0467293048772,NA,NA,"VG-VB-9",NA,"public",24394130
"222","Pausandra trianae","diameter at breast height (1.3 m)","2.5","cm",NA,-12.391,-69.3078,NA,NA,"Oliver Phillips","o.phillips@leeds.ac.uk","public",2604622
"223","Pausandra trianae","diameter at breast height (1.3 m)","7.1","cm",NA,-12.2979,-69.2746,NA,NA,"Oliver Phillips","o.phillips@leeds.ac.uk","public",2604777
"224","Trema micrantha","diameter at breast height (1.3 m)","5005","cm",NA,9.151249886,-79.8553009,NA,NA,"Richard Condit",NA,"public",2940802
"225","Trema micrantha","whole plant height","3.048","m",NA,17.746033,-64.643715,NA,NA,"Greg Reams",NA,"public",3713254
"226","Croton schiedeanus","diameter at breast height (1.3 m)","11","cm",NA,13.35,-81.3667,NA,NA,"James S. MIller",NA,"public",5315977
"227","Guarea kunthiana","diameter at breast height (1.3 m)","5","cm",NA,-4.53333,-79.7333,NA,NA,"James S. MIller",NA,"public",5426574
"228","Hasseltia floribunda","diameter at breast height (1.3 m)","11","cm",NA,-15.25,-67,NA,NA,"Tim Killeen",NA,"public",8586140
"229","Trema micrantha","whole plant height","5.4864","m",NA,17.711388,-64.722668,NA,NA,"Greg Reams",NA,"public",7780498
"230","Hasseltia floribunda","diameter at breast height (1.3 m)","16.8","cm",NA,-15.25,-67,NA,NA,"Tim Killeen",NA,"public",8810351
"231","Trema micrantha","diameter at breast height (1.3 m)","3.302","cm",NA,17.746033,-64.643715,NA,NA,"Greg Reams",NA,"public",11595484
"232","Vismia baccifera","diameter at breast height (1.3 m)","5","cm",NA,-3.13333,-60.0167,NA,NA,"James S. MIller",NA,"public",13021471
"233","Laetia procera","diameter at breast height (1.3 m)","0","cm",NA,10.4143,-84.0025,NA,NA,"Susan Letcher","SUSAN.LETCHER@purchase.edu","public",13199273
"234","Pausandra trianae","whole plant growth form","tree",NA,NA,-12.391,-69.3078,NA,NA,"Oliver Phillips","o.phillips@leeds.ac.uk","public",13241623
"235","Hasseltia floribunda","whole plant growth form","tree",NA,NA,-14.3667,-67.55,NA,NA,"Saara J. DeWalt","sdewalt@rice.edu","public",13251176
"236","Laetia procera","whole plant growth form","tree",NA,NA,10.4054,-84.1211,NA,NA,"Susan Letcher","SUSAN.LETCHER@purchase.edu","public",13261972
"237","Vismia baccifera","whole plant growth form","tree",NA,NA,10.432,-84.0348,NA,NA,"Susan Letcher","SUSAN.LETCHER@purchase.edu","public",13276724
"238","Pausandra trianae","whole plant growth form","tree",NA,NA,-14.6333,-62.6167,NA,NA,"James S. MIller",NA,"public",13330266
"239","Pausandra trianae","whole plant growth form","tree",NA,NA,-3.43333,-72.85,NA,NA,"Oliver Phillips","o.phillips@leeds.ac.uk","public",13340532
"240","Croton schiedeanus","whole plant growth form","tree",NA,NA,-14.988,-68.487,NA,NA,"James S. MIller",NA,"public",13409118
"241","Vismia baccifera","whole plant height","0","m",NA,10.432,-84.0348,NA,NA,"Susan Letcher","SUSAN.LETCHER@purchase.edu","public",13502960
"242","Laetia procera","whole plant height","0","m",NA,10.4054,-84.1211,NA,NA,"Susan Letcher","SUSAN.LETCHER@purchase.edu","public",13581244
"243","Laetia procera","diameter at breast height (1.3 m)","29.8","cm",NA,-2.4313394,-59.794235,NA,NA,"Eduardo Eler",NA,"public",16500597
"244","Laetia procera","plant fruiting duration","1,","month",NA,NA,NA,NA,NA,NA,NA,"public",2037650
"245","Croton schiedeanus","diameter at breast height (1.3 m)","13.2","cm",NA,10.345525626501,-84.0577175765825,NA,NA,"VG-VB-9",NA,"public",25068241
"246","Pausandra trianae","leaf compoundness","Simple",NA,NA,NA,NA,NA,NA,NA,NA,"public",1741015
"247","Trema micrantha","leaf nitrogen content per leaf dry mass","31.9","mg.g-1","Canopy N% was estimated with the Carnegie Airborne Observatory Airborne Taxonomic Mapping System (CAO-AToMs) onboard a Dornier 228 Aircraft. The sensor configuration used consisted of a high-fidelity imaging spectrometer (HiFIS) and a dual laser, waveform light detection and ranging (LiDAR) sensor.",NA,NA,50,"http://datadryad.org/resource/doi:10.5061/dryad.ck585","Balzotti CS","cbalzotti@carnegiescience.edu","public",14869725
"248","Croton schiedeanus","diameter at breast height (1.3 m)","12.3","cm",NA,10.4025078352236,-84.0381163987383,NA,NA,"VG-VB-9",NA,"public",24257336
"249","Croton schiedeanus","diameter at breast height (1.3 m)","2.9","cm",NA,10.4015,-84.112,NA,NA,"Susan Letcher","SUSAN.LETCHER@purchase.edu","public",2277725
"250","Hasseltia floribunda","diameter at breast height (1.3 m)","6.8","cm",NA,-12.4334,-68.8019,NA,NA,"Oliver Phillips","o.phillips@leeds.ac.uk","public",4523019
"251","Hasseltia floribunda","diameter at breast height (1.3 m)","2.5","cm",NA,-13.5833,-68.7667,NA,NA,"James S. MIller",NA,"public",4633048
"252","Croton schiedeanus","diameter at breast height (1.3 m)","12","cm",NA,9.58,-84.577,NA,NA,"James S. MIller",NA,"public",9037835
"253","Avicennia germinans","whole plant height","13.1064","m",NA,18.447325,-65.964736,NA,NA,"Greg Reams",NA,"public",9369372
"254","Trema micrantha","whole plant height","6.4008","m",NA,17.711388,-64.722668,NA,NA,"Greg Reams",NA,"public",9954619
"255","Laetia procera","diameter at breast height (1.3 m)","7.4","cm",NA,10.3615,-83.9928,NA,NA,"Susan Letcher","SUSAN.LETCHER@purchase.edu","public",10150045
"256","Pausandra trianae","diameter at breast height (1.3 m)","6","cm",NA,-12.1121,-69.1378,NA,NA,"Oliver Phillips","o.phillips@leeds.ac.uk","public",12800893
"257","Acalypha diversifolia","diameter at breast height (1.3 m)","2.5","cm",NA,-11.063,-75.404,NA,NA,"James S. MIller",NA,"public",12926513
"258","Acalypha diversifolia","whole plant growth form","tree",NA,NA,-11.063,-75.404,NA,NA,"James S. MIller",NA,"public",13464152
"259","Pausandra trianae","diameter at breast height (1.3 m)","2.6","cm",NA,-12.3973,-69.3264,NA,NA,"Oliver Phillips","o.phillips@leeds.ac.uk","public",13240064
"260","Pausandra trianae","diameter at breast height (1.3 m)","3","cm",NA,-12.2979,-69.2746,NA,NA,"Oliver Phillips","o.phillips@leeds.ac.uk","public",13240219
"261","Vismia baccifera","whole plant growth form","tree",NA,NA,10.432,-84.0348,NA,NA,"Susan Letcher","SUSAN.LETCHER@purchase.edu","public",13245941
"262","Hieronyma alchorneoides","whole plant growth form","tree",NA,NA,-12.5389,-69.4257,NA,NA,"Oliver Phillips","o.phillips@leeds.ac.uk","public",13261188
"263","Pausandra trianae","whole plant growth form","tree",NA,NA,-12.4258,-69.2923,NA,NA,"Oliver Phillips","o.phillips@leeds.ac.uk","public",13378386
"264","Pausandra trianae","whole plant growth form","tree",NA,NA,-12.391,-69.3078,NA,NA,"Oliver Phillips","o.phillips@leeds.ac.uk","public",13435343
"265","Croton schiedeanus","whole plant height","0","m",NA,10.4565,-84.0681,NA,NA,"Susan Letcher","SUSAN.LETCHER@purchase.edu","public",13661654
"266","Laetia procera","diameter at breast height (1.3 m)","5005","cm",NA,9.168780327,-79.74069977,NA,NA,"Richard Condit",NA,"public",16076609
"267","Pausandra trianae","maximum fruit length","13","mm",NA,NA,NA,NA,NA,NA,NA,"public",2067562
"268","Croton schiedeanus","diameter at breast height (1.3 m)","18.6","cm",NA,10.3162495055664,-84.0473711814107,NA,NA,"VG-VB-9",NA,"public",25072853
"269","Hieronyma alchorneoides","leaf nitrogen content per leaf dry mass","21.3","mg.g-1","Canopy N% was estimated with the Carnegie Airborne Observatory Airborne Taxonomic Mapping System (CAO-AToMs) onboard a Dornier 228 Aircraft. The sensor configuration used consisted of a high-fidelity imaging spectrometer (HiFIS) and a dual laser, waveform light detection and ranging (LiDAR) sensor.",NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.ck585","Balzotti CS","cbalzotti@carnegiescience.edu","public",15396997
"270","Guarea kunthiana","stem wood density","0.57","g.cm-3",NA,NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.234","Lopez-Gonzalez G","G.Lopez-Gonzalez@leeds.ac.uk","public",15287848
"271","Pausandra trianae","diameter at breast height (1.3 m)","8.8","cm",NA,-12.3973,-69.3264,NA,NA,"Oliver Phillips","o.phillips@leeds.ac.uk","public",2830420
"272","Guarea kunthiana","diameter at breast height (1.3 m)","40","cm",NA,-4.53333,-79.7333,NA,NA,"James S. MIller",NA,"public",6184424
"273","Croton schiedeanus","diameter at breast height (1.3 m)","5.1","cm",NA,10.4565,-84.0681,NA,NA,"Susan Letcher","SUSAN.LETCHER@purchase.edu","public",7566041
"274","Pausandra trianae","diameter at breast height (1.3 m)","6","cm",NA,-12.5833,-69.15,NA,NA,"James S. MIller",NA,"public",10796191
"275","Pausandra trianae","diameter at breast height (1.3 m)","5.4","cm",NA,-12.3035,-69.3045,NA,NA,"Oliver Phillips","o.phillips@leeds.ac.uk","public",12953725
"276","Hasseltia floribunda","diameter at breast height (1.3 m)","12.2","cm",NA,-13.6667,-68.2,NA,NA,"Saara J. DeWalt","sdewalt@rice.edu","public",13008351
"277","Hieronyma alchorneoides","diameter at breast height (1.3 m)","33","cm",NA,11.147,-73.477,NA,NA,"James S. MIller",NA,"public",13225537
"278","Pausandra trianae","whole plant growth form","tree",NA,NA,-12.3973,-69.3264,NA,NA,"Oliver Phillips","o.phillips@leeds.ac.uk","public",13243382
"279","Acalypha diversifolia","whole plant growth form","tree",NA,NA,0.883333,-78.45,NA,NA,"Brad Boyle","bboyle@email.arizona.edu","public",13333393
"280","Pausandra trianae","whole plant growth form","tree",NA,NA,-14.6333,-62.6167,NA,NA,"James S. MIller",NA,"public",13335944
"281","Guarea kunthiana","whole plant growth form","tree",NA,NA,0.883333,-78.45,NA,NA,"Brad Boyle","bboyle@email.arizona.edu","public",13392175
"282","Pausandra trianae","whole plant growth form","tree",NA,NA,-3.43367,-72.8446,NA,NA,"Oliver Phillips","o.phillips@leeds.ac.uk","public",13430518
"283","Laetia procera","diameter at breast height (1.3 m)","21.3","cm",NA,10.4028743598321,-84.0373393361903,NA,NA,"VG-VB-9",NA,"public",25258061
"284","Avicennia germinans","flower color","White-yellow",NA,NA,NA,NA,NA,NA,NA,NA,"public",2030702
"285","Pausandra trianae","diameter at breast height (1.3 m)","2.7","cm",NA,-12.391,-69.3078,NA,NA,"Oliver Phillips","o.phillips@leeds.ac.uk","public",10313915
"286","Guarea kunthiana","whole plant growth form","tree",NA,NA,-24.1333,-55.5333,NA,NA,"James S. MIller",NA,"public",13273803
"287","Trema micrantha","whole plant growth form","tree",NA,NA,0.116667,-78.6167,NA,NA,"James S. MIller",NA,"public",13243209
"288","Guarea kunthiana","whole plant growth form","tree",NA,NA,-12.49,-69.11,NA,NA,"Oliver Phillips","o.phillips@leeds.ac.uk","public",13291369
"289","Pausandra trianae","whole plant growth form","tree",NA,NA,-12.1315,-69.1061,NA,NA,"Oliver Phillips","o.phillips@leeds.ac.uk","public",13294455
"290","Croton schiedeanus","whole plant growth form","tree",NA,NA,12.3,-85.4,NA,NA,"James S. MIller",NA,"public",13297422
"291","Laetia procera","whole plant growth form","tree",NA,NA,10.4565,-84.0681,NA,NA,"Susan Letcher","SUSAN.LETCHER@purchase.edu","public",13315235
"292","Trema micrantha","whole plant growth form","tree",NA,NA,-3.43333,-72.85,NA,NA,"Oliver Phillips","o.phillips@leeds.ac.uk","public",13373760
"293","Hieronyma alchorneoides","whole plant growth form","tree",NA,NA,-12.1722,-69.1378,NA,NA,"Oliver Phillips","o.phillips@leeds.ac.uk","public",13374732
"294","Laetia procera","whole plant growth form","tree",NA,NA,10.4304,-84.0167,NA,NA,"Susan Letcher","SUSAN.LETCHER@purchase.edu","public",13441875
"295","Vismia baccifera","whole plant growth form","tree",NA,NA,-3.13333,-60.0167,NA,NA,"James S. MIller",NA,"public",13444393
"296","Hasseltia floribunda","whole plant growth form","tree",NA,NA,-14.3667,-67.55,NA,NA,"Saara J. DeWalt","sdewalt@rice.edu","public",13457967
"297","Acalypha diversifolia","diameter at breast height (1.3 m)","5000.5","cm",NA,9.258020401,-79.95290375,NA,NA,"Richard Condit",NA,"public",16058181
"298","Guarea kunthiana","minimum leaf length","5","cm",NA,NA,NA,NA,NA,NA,NA,"public",1732075
"299","Gordonia fruticosa","diameter at breast height (1.3 m)","24.5","cm",NA,-10.40999508,-75.32989584,NA,NA,"VG-YAN-3",NA,"public",18770974
"300","Laetia procera","stem wood density","0.551","g.cm-3",NA,NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.234","Lopez-Gonzalez G","G.Lopez-Gonzalez@leeds.ac.uk","public",15296382
"301","Croton schiedeanus","diameter at breast height (1.3 m)","18","cm",NA,NA,NA,120,"http://datadryad.org/resource/doi:10.5061/dryad.sv181","Plourde BT","btplourde@ucdavis.edu","public",14851987
"302","Croton schiedeanus","diameter at breast height (1.3 m)","15.8","cm",NA,10.2678697806,-84.0552816144,NA,NA,"VG-VB-9",NA,"public",18491815
"303","Hieronyma alchorneoides","stem wood density","0.72","g.cm-3","oven dry mass/fresh volume;data compilation",NA,NA,NA,"http://datadryad.org/repo/handle/10255/dryad.235"," Zanne, A.E., Lopez-Gonzalez, G., Coomes, D.A., Ilic, J., Jansen, S., Lewis, S.L., Miller, R.B., Swenson, N.G., Wiemann, M.C., and Chave, J","G.Lopez-Gonzalez@leeds.ac.uk","public",15994770
